text,sentiment
_ryall thought star trek person wasnt crazy new movie,negative
right justintv channel weeks gf newborn wwwjustintvkubbur,positive
hey thats kinda mean dont yu think,negative
hii thatsøøωmee woke going school,neutral
shoutout beautiful moms niggas dont appreciate one cares happy mothers day,positive
_cochran hi corey saw reply pm long night coming,negative
way kuya jordans house os sleepover,neutral
ok want quit job,positive
sad leaving soon,negative
_ luv true,positive
friday night fav night week go stupid dog training classes,negative
hrs time uni waiting start st exam scary working hard morning though feeling ok atm,negative
one fake yous followed haha wish would instead,negative
right army wife germany cant stand summer,positive
care eurovision yes jurybased vote year eurovision,neutral
want get hands dirty fubumvc httpbitlyjha documentation yet complete,negative
funny,negative
_hime played latter parts voodoo village part coop lost usual partner,negative
caps lost argh hp game evening much fun,negative
use link start earning free cash httptinyurlcomcoboyf sign get paypal cashouts minimum,positive
im soo boredim deffo missing music channels,negative
sometimes people never learn shut stop talking,neutral
life,neutral
sorry,negative
ok thought occured,positive
must scared trolling guys sad tcot right,negative
love vintage booksold books shopping morning,positive
started working lecture much earlier using tag clouds google news explain basics content analysis,neutral
digging ideas behind railsbridge httprailsbridgeorg,negative
cant sleep nothings tv,neutral
early,positive
working fridaaaayyyyy,neutral
nice see euruko pictures httptwurlccxd big screen conference break,positive
work punchy due two early morning pager events,negative
hard feelings hope like say think agree,positive
mass cleanout room rearranging sent mother buy bin bookshelf since mine sucks bad mood,negative
spent time exploring atlas hercules craters refinding things uma oph ser caput saturn w fogged eyepiece home,negative
two day hangover,neutral
original truly want become wealthy learn things ppl say dont time,positive
listened coz reminded depressing httpblipfmjoo,negative
drews new songs make cry miss thomas already,positive
_anke whats wrong ski slopes mk theyve got coffee shops well yknow,negative
like little adventure im kinda worried cant take bus cos oyster broken,negative
noo im miami wan na lay sunbut rain stopped,neutral
one calls anymore,neutral
exactly feel right,positive
new landlord called cant move tomorrow morning way rain parade,negative
_peanut_ thank well see long takes finish thing,negative
last night dont recall invited,neutral
people twitting much today,positive
thought apple store andor best buy guys wanted,positive
sorry couldnt get project working windoze laptop ton folks came afterwards saw running,negative
pot meet kettle sure equation,positive
headaaaaaaaaaaaache,neutral
glorious day glasgow change im working much even contemplate knocking early,positive
looks like twitter,negative
im awesome,positive
unfortunately choose sleep gym almost everyday trying get,negative
going see long,negative
yep sang song,neutral
earlier stupid orthadontist appointment,negative
welcomes nephew christian world,neutral
free free free pesky registration enjoy httpbitlyrlqgu,positive
convo starts hours sitting km away writing gis queries,neutral
amazing time,positive
denial moving van parked blocks away,negative
follow dm,neutral
_recordings alas occuring office central london,negative
sucks playmate mia weekend sad,negative
diggin moustachio looking good daddio,positive
watching boring police prog making fab pasta dinner trying cut alcohol water,negative
aw wheres little asian girl runs round pooping pants public miss laughing,negative
south style exhibition less week member fresh gallery otara,positive
_ wish nowww grrrrrrr,neutral
boring accounts stuff,negative
miss old ha ha cant tell persons name,positive
backache,neutral
meant lazy work proves,positive
wish could come swindon hours awayits dream meet xoxo,neutral
darn cold keeps getting worse bought hayfever pills try maybe ive along,negative
actually progressive studying today,neutral
ugh today doesnt look like going work im sorry,negative
holidays fair,negative
httptwitpiccomwqfv dark berry mocha frapp heaven try everyone let pass,negative
cant wait hand work tomorrow im practically finished year yay,neutral
laying alone since mooks soo comfy fn play pen thought ill first dont one cuddle,negative
last night bad guys tried enter garden alone really got scared feel really stupid funny,negative
tummy hurts,neutral
watching qi dave still quite bored even adam davis cheer hes quite funny,negative
turn reportdone,neutral
thx follow,neutral
good directors said could go home said back work boo good lasted,positive
rain oh well still friday,neutral
head starbucks gon na take bus paradise starbucks missed minutes,neutral
thing hate playoff pens hockey much tickets wanted go game ticket,negative
thanks one hit patron since,positive
pink straw also makes manly,negative
finger hurts cause infected,neutral
baking cakes momma,neutral
toast morning,neutral
hours sleep rest need,neutral
waited listening wind blowing tumbleweed none old enough know someone says crackerack,positive
great hear saw slumdog millionaire yes thats bollywood thing end,positive
computer got screwed hell viruses finished wiping drive reinstalling windows xp want mac,neutral
thats helpful least know youve got place secured already things dont pan fingers crossed,negative
man cant belive everything look good,positive
yeah guess password also changed able login fb cahnge pw ufff,negative
im weekend expecting way hot,positive
needs words part freedom another assignments exams,negative
john john switched meaning pimp someone still pwns halo theyre wasted hahahaha another amazing night,positive
_joelted definately tomorrow,neutral
feeling like hope swine flu something,neutral
legs sun burned,neutral
sorry everybody apparently twitter isnt sending updates,negative
hi sorry going pass email assistant rel soc lost dm pls,negative
_fp awh shoot make detour come pr forget indiana haha,positive
listening teddy picker saw grabbed wasnt seemed,neutral
follow honey,neutral
_marguerite yup thats dianne claudia dianne new tweetville claudia active,positive
didnt camera totally regretting,neutral
meee tooooooo bad im bored eat lol,negative
another hd lecturer gob smacked good presentation,positive
traffic ridiculous im may make,negative
oh thats bad made mistake still managed pass though maybe isnt bad thinks,negative
took short nap im ready work sun burn hurts,positive
hope mom enjoys mothers day gift,neutral
morning,neutral
yucky time bring vaccuum go war house always spider reason cool,negative
watching cavs,neutral
love song lol youre amazing steph xoxo,positive
httptwitpiccomjkes heres follower count,neutral
_cm didnt drink enough hangover tired worked,negative
much injustice imagine get worse gets better afraid doubt sorry,negative
